x,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y,y16
1668389821.232,0.8864999965000001,0.57,1.25,77.341355512694,932.2033333333301,100,0.016666666666667,0,0,0,0,0,0,0,0,5.7731665566667,0
1668389881.238,0.94216667066667,0.51,1.4100001,90.278993020714,932.23666666667,100,0.6666666666666701,0,0,0,0,0,0,0,0,5.8001666016666995,0
1668389941.237,1.076333322,0.59000003,1.4399998999999999,88.452290307242,932.1933333333301,100,0.45,0,0,0,0,0,0,0,0,5.794333238333301,0
1668390001.248,1.1633333331667,0.83000004,1.82,98.955217526969,932.13,100,0.33333333333333,0,0,0,0,0,0,0,0,5.8116666566666995,0
1668390061.236,2.1780000066667,1.4,2.76,113.9293198507,932.0766666666699,100,0.55,0,0,0,0,0,0,0,0,5.769500025,0
1668390121.24,1.800500015,1.47,2.3700001,121.87319348848999,931.98,100,0,0,0,0,0,0,0,0,0,5.7393333383333,0
1668390181.241,1.3811666631667001,0.79,1.85,130.17434583305,931.9583333333301,100,0,0,0,0,0,0,0,0,0,5.765999996666699,0
1668390241.248,0.864166669,0.28,2.1399999,133.40989445073,931.975,100,0.083333333333333,0,0,0,0,0,0,0,0,5.83449996,0
1668390301.241,1.2596666631667,0.78000003,1.85,144.89477699589,932,100,0.43333333333333,0,0,0,0,0,0,0,0,5.8898333683333,0
1668390361.238,0.862333329,0.57,1.38,180.32980876194,931.9683333333301,100,0.45,0,0,0,0,0,0,0,0,5.847999965,0
1668390421.236,1.5148333316667,1.0600001000000001,1.9799999,174.10699330275003,931.9633333333301,100,0.43333333333333,0,0,0,0,0,0,0,0,5.8971666716666995,0
1668390481.283,1.0466666635,0.77,1.46,169.23262964513,931.88166666667,100,0,0,0,0,0,0,0,0,0,5.8305,0
1668390541.237,1.1308474544068001,0.43,2.1,178.05040943326,931.8133333333301,100,0,0,0,0,0,0,0,0,0,5.840499985,0
1668390601.42,1.7068852377049,1.23,2.06,194.75490294852,931.7883333333301,100,0,0,0,0,0,0,0,0,0,5.8393332583333,0
1668390661.238,1.4237288150847,0.8,1.99,206.01877387045,931.75666666667,100,0,0,0,0,0,0,0,0,0,5.859499915,0
1668390721.333,1.2203278659016001,0.78000003,1.93,197.73582594561,931.75666666667,100,0,0,0,0,0,0,0,0,0,5.8726666466666995,0
1668390781.24,0.6838983064406801,0.51,0.96000004,150.26559602405,931.74166666667,100,0,0,0,0,0,0,0,0,0,5.87199988,0
1668390841.239,0.68833332616667,0.41,1.0899999,174.92179893406,931.7233333333301,100,0,0,0,0,0,0,0,0,0,5.9478334483333,0
1668390901.385,0.7242622950819699,0.22999999,1.28,188.40898578828998,931.73,100,0,0,0,0,0,0,0,0,0,5.989500076666699,0
1668390961.306,0.82627118661017,0.57,1.13,155.55929537595,931.7,100,0,0,0,0,0,0,0,0,0,5.97583345,0
1668391021.253,0.98500000583333,0.45,1.68,168.04074833731002,931.69,100,0,0,0,0,0,0,0,0,0,6.0088333366667,0
1668391081.254,1.8161666716667,1.22,2.3600001,163.43695883734,931.7033333333301,100,0,0,0,0,0,0,0,0,0,6.0821666066667,0
1668391141.253,1.9661666733333,1.23,2.6100001,175.74798305864,931.735,100,0.15,0,0,0,0,0,0,0,0,6.065999983333301,0
1668391201.365,1.5674999816667,1.1,1.9799999,187.96778151799998,931.68,100,0,0,0,0,0,0,0,0,0,5.9566667516667,0
1668391261.239,1.957166675,1.2,2.79,193.78704869634998,931.68813559322,100,0,0,0,0,0,0,0,0,0,6.007796635593199,0
1668391321.241,1.87333335,1.0899999,2.79,183.5228564129,931.685,100,0,0,0,0,0,0,0,0,0,5.922000000000001,0
1668391381.249,1.5445000076667,0.91,2.19,180.17817298017,931.675,100,0,0,0,0,0,0,0,0,0,5.993499955,0
1668391441.262,0.7994999993333299,0.54,1.15,179.04902444558,931.6733333333301,100,0,0,0,0,0,0,0,0,0,5.9816666816667,0
1668391501.366,1.500833326,0.64,2.2,198.47444072437,931.7114754098401,100,0,0,0,0,0,0,0,0,0,6.0762294639344,0
1668391561.246,1.516166665,1.14,2.15,193.83174101903,931.7152542372901,100,0,0,0,0,0,0,0,0,0,6.0208473728814,0
1668391621.267,1.1938333286667,0.78000003,1.79,170.85958076213998,931.7016666666699,100,0,0,0,0,0,0,0,0,0,6.041666565,0
1668391681.255,0.964499999,0.65999997,1.4399998999999999,152.46067637756,931.6983333333301,100,0,0,0,0,0,0,0,0,0,6.0971666166667,0
1668391741.249,1.0094999961667,0.46999997,1.6899998999999999,166.96246455368,931.695,100,0,0,0,0,0,0,0,0,0,6.155000005,0
1668391801.424,1.2028333341667,0.75,1.6200001,200.7422722296,931.6967213114699,99.934426229508,0,0,0,0,0,0,0,0,0,6.1486885934426,0
1668391861.272,1.0314999976666999,0.65,1.9200001,144.88140440781,931.6338983050802,99.576271186441,0,0,0,0,0,0,0,0,0,6.145932320339,0
1668391921.259,1.67800001,1.3,2.04,127.20570518883001,931.595,99.9,0,0,0,0,0,0,0,0,0,6.194833335,0
1668391981.262,1.58950001,1.3100001000000001,2.08,146.84042460074,931.61333333333,99.866666666667,0,0,0,0,0,0,0,0,0,6.237666723333301,0
1668392041.261,1.53749999,1.04,1.8399999,176.76307171658001,931.61166666667,99.366666666667,0,0,0,0,0,0,0,0,0,6.1991667283333,0
1668392101.433,0.8561666677666699,0.089999996,1.7700001,163.68600734245,931.575,99,0,0,0,0,0,0,0,0,0,6.1793333333333,0
1668392161.228,0.5626315789473699,0.22,0.73,86.96041867215901,931.55689655172,99,0,0,0,0,0,0,0,0,0,6.2132759448276,0
1668392221.248,0.68433332983333,0.32999998,1.01,200.63704571661998,931.58,99.266666666667,0,0,0,0,0,0,0,0,0,6.277999925,0
