x,skin_temp,bulk_temp,datetime,air_temp,wind_speed,air_pressure,relative_humidity,solar_irradiance,meteo_timestamp
1668164428.166,13.3,,2022-11-11 12:00:28.166,,,,,,1668164461.223
1668165012.659,12.85,13.056,2022-11-11 12:10:12.659,11.219888910416666,0.335625000469445,947.7458333333334,76.00555555555567,370.3708333333341,1668165001.73
1668165612.554,13.66,13.05,2022-11-11 12:20:12.554,11.311666703472332,0.6209999995027784,947.4715277777774,76.26944444444442,352.02777777777754,1668165601.779
1668166212.576,13.4,13.1005,2022-11-11 12:30:12.576,11.248043149331666,0.6234677588709808,947.4917977601808,76.3811857460405,356.72593428730244,1668166201.818
1668166812.537,13.43,13.0826,2022-11-11 12:40:12.537,11.6461261321825,0.4867696782374641,947.5447320629185,74.10097635145559,357.6924130159625,1668166801.815
1668167412.614,13.25,13.0582,2022-11-11 12:50:12.614,11.711001628569417,0.667347220861115,947.3949649208116,74.10433222191342,333.80963230527,1668167401.955
1668168012.604,13.49,13.0864,2022-11-11 13:00:12.604,11.776154953280752,0.4750555556111117,947.262178768794,73.63220030255333,286.7630950727059,1668168001.993
1668168612.614,13.49,13.1404,2022-11-11 13:10:12.614,11.801542035310831,0.5249371857260208,947.1822666790168,73.02561475409834,253.9947458398933,1668168602.79
1668169212.715,13.6,13.1138,2022-11-11 13:20:12.715,11.6137639858795,0.6061681641307283,947.182991904586,75.09057440365834,243.34907458904837,1668169201.422
1668169812.599,13.22,13.1226,2022-11-11 13:30:12.599,11.383303687102504,0.9076543433722568,947.0909165342964,77.40113817509759,227.95747362017664,1668169802.421
1668170412.605,12.69,13.0889,2022-11-11 13:40:12.605,11.3248585322645,0.7265602051601759,947.1165982834724,77.80178791948383,231.9143732055209,1668170402.503
1668171012.655,13.36,13.1674,2022-11-11 13:50:12.655,11.549355720807084,0.4408576391221424,947.2644667886144,76.04524482109217,241.78507648729664,1668171002.598
1668171612.607,13.48,13.1765,2022-11-11 14:00:12.607,11.844421084409085,0.3562857500860383,947.182094878686,74.71430471320782,205.5712295561033,1668171602.736
1668172212.627,13.0,13.1674,2022-11-11 14:10:12.627,11.794271434372334,0.5814737684707592,947.06015768269,75.5452178074156,175.569212512735,1668172202.356
1668172812.654,13.38,13.156,2022-11-11 14:20:12.654,11.514966986069831,0.9093982785769608,947.0300887592232,77.99597804945817,158.43585370936418,1668172802.473
1668173412.622,12.6,13.1552,2022-11-11 14:30:12.622,11.311557290406752,1.28591800060405,947.0703314578126,79.88895912444808,140.1896186440675,1668173402.474
1668174012.61,13.05,13.1284,2022-11-11 14:40:12.610,11.236261536816167,1.555987811338967,947.1426554058216,81.07403947084075,134.32894939952502,1668174002.573
1668174612.628,12.73,13.0819,2022-11-11 14:50:12.628,11.143642349398831,1.5023184767974167,947.1937854626082,81.314650223412,137.9511702425175,1668174602.578
1668175228.117,13.21,,2022-11-11 15:00:28.117,10.965631998197251,1.384951480715392,947.2283754085192,83.24228106619184,148.33593329260916,1668175201.345
1668175812.649,12.63,13.0396,2022-11-11 15:10:12.649,10.763520838772914,1.15022689331152,947.1330483004548,84.91056582075275,116.7808554073675,1668175801.771
1668176412.71,12.73,13.0638,2022-11-11 15:20:12.710,10.742847214583415,0.8812760691947991,947.1436111111108,84.55,103.96805555555608,1668176401.48
1668177012.679,12.23,13.0597,2022-11-11 15:30:12.679,10.670631128781332,1.006071980610401,947.1945600243891,84.25585154826959,97.52795529622374,1668177001.487
1668177612.71,11.93,13.0464,2022-11-11 15:40:12.710,10.63443268391208,0.9851805551250108,947.2326591877372,84.69670510326941,84.83341553209223,1668177601.422
1668178212.67,12.43,13.0386,2022-11-11 15:50:12.670,10.602527766666666,1.0066666672499884,947.2694444444442,84.33750000000009,69.68055555555559,1668178201.426
1668180630.769,11.56,,2022-11-11 16:30:30.769,10.331996441540165,0.8602223481579666,947.1734342744376,86.78721665654733,26.207017810159915,1668180601.688
1668181212.824,11.8,13.0036,2022-11-11 16:40:12.824,10.084194463194583,1.119930551597225,947.1783333333332,86.93749999999993,14.322222222222308,1668181201.736
1668181812.704,11.62,12.9763,2022-11-11 16:50:12.704,10.051450168917585,1.0991582427356557,947.1473230604176,87.28103446945136,6.354052823315125,1668181801.353
1668182428.866,12.02,,2022-11-11 17:00:28.866,9.91273692989716,1.2707199170960666,947.2308826911784,89.10313860331583,2.1264290234941834,1668182401.449
1668183012.643,12.13,12.9378,2022-11-11 17:10:12.643,9.684779260865293,1.2987561612366918,947.3067191889716,90.91417369022275,0.8733992467043395,1668183001.774
1668183612.663,,12.9697,2022-11-11 17:20:12.663,9.470196208670624,1.1165061203083275,947.3083993025948,90.4331363197951,0.0,1668183601.369
1668184212.62,,12.9662,2022-11-11 17:30:12.620,9.204213940791034,1.2146676054329024,947.3436650612808,90.16071092278725,0.0,1668184202.166
1668184812.634,,12.9347,2022-11-11 17:40:12.634,8.970491054207358,1.5827234051544667,947.4028200734768,90.43404456484832,0.0,1668184802.211
1668185412.667,,12.9079,2022-11-11 17:50:12.667,8.900003442155608,1.3584715175542998,947.4744241070058,90.40595497206009,0.0,1668185402.328
1668186012.64,,12.9254,2022-11-11 18:00:12.640,8.89709801594656,1.0673679016686533,947.5195840279708,90.83884682473516,0.0,1668186002.319
1668186612.626,,12.9355,2022-11-11 18:10:12.626,8.88930206149856,0.9314701634600469,947.4266170000924,91.03229292087302,0.0,1668186602.37
1668187212.692,,12.9535,2022-11-11 18:20:12.692,8.643623646872017,1.150486110861109,947.3163469405082,92.50815504306756,0.0,1668187201.4
1668187812.61,,12.9123,2022-11-11 18:30:12.610,8.439314196044817,0.965801970854364,947.2289600892216,92.54102103979491,0.0,1668187802.447
1668188412.546,,12.9333,2022-11-11 18:40:12.546,8.562767926654583,0.6597372921695915,947.283318668766,91.98472222222226,0.0305555555555558,1668188402.498
1668189012.693,,12.935,2022-11-11 18:50:12.693,8.606634679001308,0.8471869273414533,947.3241650844376,92.34479292087316,0.2389124293785313,1668189001.329
1668192614.911,12.45,12.8854,2022-11-11 19:50:14.911,7.81454188957155,1.2155082214710131,947.3579519774016,93.36563088512231,0.0,1668192601.681
1668195014.891,12.3,12.9235,2022-11-11 20:30:14.891,7.819762413503984,1.0873790738116291,947.3152756552752,94.06864599734492,0.0,1668195001.413
1668195612.621,12.39,12.8761,2022-11-11 20:40:12.621,7.668194492361109,1.6056527809722,947.4215277777766,93.80277777777776,0.0,1668195601.239
1668196212.66,12.25,12.9002,2022-11-11 20:50:12.660,7.391083332361117,1.5320833380138916,947.4319444444452,94.17083333333332,0.0,1668196201.426
